1.000000 1.000000 0.707107
2.000000 1.414214 0.366025
3.000000 1.732051 0.292893
4.000000 2.000000 0.252009
5.000000 2.236068 0.224745
6.000000 2.449490 0.204842
7.000000 2.645751 0.189469
8.000000 2.828427 0.177124
9.000000 3.000000 0.166925
10.000000 3.162278 0.158312
11.000000 3.316625 0.150912
12.000000 3.464102 0.144463
13.000000 3.605551 0.138778
14.000000 3.741657 0.133716
15.000000 3.872983 0.129171
16.000000 4.000000 0.125061
17.000000 4.123106 0.121320
18.000000 4.242641 0.117897
19.000000 4.358899 0.114748
20.000000 4.472136 0.111838
21.000000 4.582576 0.109140
22.000000 4.690416 0.106628
23.000000 4.795832 0.104282
24.000000 4.898979 0.102084
25.000000 5.000000 0.100020
26.000000 5.099020 0.098076
27.000000 5.196152 0.096242
28.000000 5.291503 0.094506
29.000000 5.385165 0.092861
30.000000 5.477226 0.091300
31.000000 5.567764 0.089814
32.000000 5.656854 0.088399
33.000000 5.744563 0.087049
34.000000 5.830952 0.085759
35.000000 5.916080 0.084524
36.000000 6.000000 0.083341
37.000000 6.082763 0.082207
38.000000 6.164414 0.081118
39.000000 6.244998 0.080071
40.000000 6.324555 0.079063
41.000000 6.403124 0.078093
42.000000 6.480741 0.077157
43.000000 6.557439 0.076254
44.000000 6.633250 0.075383
45.000000 6.708204 0.074540
46.000000 6.782330 0.073725
47.000000 6.855655 0.072937
48.000000 6.928203 0.072173
49.000000 7.000000 0.071432
50.000000 7.071068 0.070714
51.000000 7.141428 0.070017
52.000000 7.211103 0.069341
53.000000 7.280110 0.068683
54.000000 7.348469 0.068044
55.000000 7.416198 0.067423
56.000000 7.483315 0.066818
57.000000 7.549834 0.066229
58.000000 7.615773 0.065656
59.000000 7.681146 0.065097
60.000000 7.745967 0.064552
61.000000 7.810250 0.064021
62.000000 7.874008 0.063502
63.000000 7.937254 0.062996
64.000000 8.000000 0.062502
65.000000 8.062258 0.062019
66.000000 8.124038 0.061548
67.000000 8.185353 0.061086
68.000000 8.246211 0.060636
69.000000 8.306624 0.060195
70.000000 8.366600 0.059763
71.000000 8.426150 0.059341
72.000000 8.485281 0.058927
73.000000 8.544004 0.058522
74.000000 8.602325 0.058125
75.000000 8.660254 0.057736
76.000000 8.717798 0.057355
77.000000 8.774964 0.056981
78.000000 8.831761 0.056615
79.000000 8.888194 0.056256
80.000000 8.944272 0.055903
81.000000 9.000000 0.055557
82.000000 9.055385 0.055217
83.000000 9.110434 0.054883
84.000000 9.165151 0.054555
85.000000 9.219544 0.054234
86.000000 9.273618 0.053917
87.000000 9.327379 0.053607
88.000000 9.380832 0.053301
89.000000 9.433981 0.053001
90.000000 9.486833 0.052705
91.000000 9.539392 0.052415
92.000000 9.591663 0.052129
93.000000 9.643651 0.051848
94.000000 9.695360 0.051572
95.000000 9.746794 0.051300
96.000000 9.797959 0.051032
97.000000 9.848858 0.050768
98.000000 9.899495 0.050508
99.000000 9.949874 0.050253
100.000000 10.000000 0.050001
